feature 7,feature 8,output
0.245089667,0.05,1
0.167805295,0.133333333,0
0.190862511,0.016666667,0
0.023911187,0.133333333,0
0.046541418,0,0
0.255764304,0.066666667,0
0.078992314,0.133333333,1
0.508112724,0.066666667,0
0.043125534,0.016666667,0
0.03970965,0.7,0
0.078138343,0.15,1
0.54440649,0.5,1
0.213492741,0.316666667,1
0.25704526,0.266666667,0
0.253629377,0.183333333,1
0.28351836,0.283333333,1
0.371050384,0,0
0.077711358,0.35,1
0.503842869,0.016666667,1
0.018360376,0.183333333,0
0.077284372,0.016666667,1
0.076430401,0.383333333,1
0.262169086,0.55,1
0.076430401,0.033333333,0
0.097779675,0.05,0
0.04824936,0.066666667,0
0.038001708,0.133333333,0
0.195559351,0,0
0.078992314,0.066666667,0
0.161827498,0.3,0
0.489325363,0.183333333,1
0.072587532,0,0
0.067463706,0.283333333,0
0.095644748,0.466666667,1
0.500853971,0.05,0
0.173783091,0.6,0
0.11058924,0.133333333,1
0.267719898,0.3,0
0.096498719,0,0
0.514090521,0.483333333,1
0.245943638,0.016666667,0
0.075149445,0.733333333,0
0.068317677,0.416666667,1
0.16823228,0.016666667,0
0.095644748,0.033333333,1
0.1058924,0.433333333,1
0.143894108,0.05,0
0.076857387,0,0
0.184030743,0.016666667,0
0.171221178,0.083333333,1
0.064474808,0.016666667,0
0.047395389,0.1,0
0.094363792,0.216666667,0
0.44235696,0.2,1
0.092228864,0.316666667,0
0.336891546,0.116666667,1
0.063193851,0.233333333,1
0.342442357,0.016666667,0
0.230999146,0.216666667,0
0.263450043,0.1,0
0.004269855,0.166666667,0
0.175064048,0.416666667,0
0.274978651,0.333333333,1
0.283945346,0.183333333,1
0.071306576,0.6,0
0.081981213,0.1,0
0.047822374,0.35,0
0.119555935,0.1,1
0.489325363,0.166666667,1
0.221605465,0,0
0.191716482,0.016666667,0
0.167805295,0.116666667,0
0.02177626,0.633333333,1
0.279675491,0.216666667,0
0.072587532,0.083333333,1
0.055081127,0.1,0
0.209649872,0.383333333,1
0.065328779,0.033333333,0
0.070452605,0.416666667,0
0.200256191,0.066666667,0
0.210930828,0,0
0.032450897,0.05,0
0.289923143,0.066666667,1
0.118701964,0.15,1
0.094790777,0.233333333,0
0.068317677,0.05,0
0.128095645,0.516666667,1
0.649871904,0.066666667,0
0.263877028,0.266666667,0
0.243808711,0.033333333,0
0.110162254,0.066666667,0
0.050811272,0.133333333,0
0.075149445,0.333333333,1
0.27882152,0.366666667,1
0.219043553,0.066666667,0
0.050811272,0.083333333,0
0.15029889,0.016666667,0
0.248505551,0.166666667,0
0.075149445,0.5,1
0.15969257,0,0
0.149017933,0.033333333,0
0.374466268,0.2,1
0.074295474,0.15,0
0.052092229,0.266666667,0
0.051665243,0.05,1
0.294192997,0.25,0
0.191289496,0.083333333,0
0.088385995,0.083333333,0
0.027327071,0.2,0
0.096498719,0.333333333,0
0.026900085,0.05,1
0.353116994,0.083333333,1
0.30999146,0.033333333,0
0.018787361,0.266666667,0
0.033304868,0.233333333,0
0.077711358,0.016666667,0
0.034585824,0.116666667,0
0.122544833,0.05,1
0.03501281,0.116666667,0
0.044833476,0.2,0
0.692143467,0.066666667,0
0.081127242,0.566666667,0
0.262169086,0.15,1
0.365072588,0.066666667,1
0.054654142,0,0
0.067890692,0.016666667,0
0.081981213,0.3,1
0.113151153,0.033333333,0
0.087959009,0.116666667,0
0.11058924,0.283333333,0
0.077284372,0.083333333,0
0.140478224,0.083333333,0
0.067890692,0.616666667,0
0.225021349,0.016666667,0
0.06618275,0.366666667,1
0.094363792,0,0
0.02177626,0.333333333,1
0.228864219,0.033333333,0
0.403074295,0.216666667,0
0.260034159,0.666666667,0
0.164389411,0.266666667,0
0.115713066,0.433333333,1
0.081981213,0.3,0
0.201964133,0,0
0.426131512,0.016666667,0
0.418018787,0.266666667,1
0.129803587,0.35,0
0.156276687,0,0
0.025192143,0.383333333,0
0.12382579,0,0
0.087105038,0.216666667,0
0.122971819,0.016666667,0
0.135781383,0.016666667,0
0.277113578,0.166666667,0
0.227156277,0.166666667,0
0.363791631,0.1,0
0.217762596,0.3,1
0.042698548,0.483333333,1
0.078138343,0.35,0
0.317250213,0.05,0
0.037147737,0.05,0
0.20324509,0.266666667,1
0.165670367,0.166666667,0
0.116994022,0,0
0.041844577,0.016666667,0
0.100768574,0.233333333,1
0.195986336,0.216666667,1
0.274551665,0.55,1
0.067036721,0.45,0
0.269427839,0.216666667,0
0.106746371,0.166666667,1
0.067036721,0.816666667,1
0.067463706,0.016666667,0
0.047822374,0.433333333,0
0.042271563,0.116666667,0
0.043552519,0.333333333,0
0.102903501,0.083333333,1
0.35824082,0.133333333,0
0.380017079,0.183333333,1
0.005977797,0.066666667,0
0.033731853,0.15,0
0.152433817,0.333333333,1
0.173356106,0.183333333,1
0.035866781,0.3,0
0.204526046,0.15,0
0.15969257,0.616666667,1
0.215627669,0.133333333,1
0.074295474,0,0
0.24765158,0.116666667,0
0.112724167,0.066666667,0
0.132792485,0.016666667,0
0.321947054,0.85,0
0.076003416,0.066666667,0
0.065755764,0.55,1
0.027754056,0.033333333,0
0.159265585,0.333333333,1
0.310418446,0.75,1
0.094363792,0,0
0.078138343,0.116666667,0
0.061912895,0.066666667,0
0.187019641,0.25,1
0.278394535,0.1,0
0.067036721,0.1,0
0.100341588,0,0
0.084970111,0.65,1
0.066609735,0.4,1
0.087105038,0.333333333,1
0.047395389,0.083333333,0
0.077284372,0.516666667,1
0.07087959,0.316666667,0
0.114859095,0,0
0.179760888,0.15,0
0.260034159,0.033333333,0
0.0264731,0.016666667,0
0.178479932,0,0
0.160546541,0.033333333,0
0.109308284,0.066666667,0
0.021349274,0.366666667,1
0.239965841,0.166666667,1
0.021349274,0,0
0.216908625,0.5,1
0.032023911,0.366666667,1
0.027327071,0.016666667,0
0.245943638,0.066666667,0
0.178479932,0.083333333,1
0.015798463,0.016666667,0
0.078992314,0.2,0
0.321520068,0.183333333,1
0.23441503,0.483333333,1
0.085397096,0.75,1
0.09735269,0.016666667,0
0.088385995,0.433333333,0
0.452604611,0.25,0
0.284372331,0.6,0
0.009393681,0.15,0
0.060631939,0.283333333,1
0.961144321,0.166666667,0
0.147309991,0.266666667,1
0.222032451,0.116666667,0
0.180614859,0.166666667,0
0.073868488,0.516666667,0
0.030742955,0.116666667,0
0.272843723,0.016666667,0
0.067890692,0.033333333,0
0.14560205,0.7,0
0.004269855,0.283333333,1
0.081127242,0.166666667,1
0.154141759,0.316666667,0
0,0,0
0.023484202,0.033333333,0
0.027754056,0,0
0.100341588,0.333333333,0
0.183176772,0.083333333,0
0.207514944,0.133333333,0
0.114432109,0.266666667,1
0.705807003,0,0
0.257899231,0.016666667,1
0.291631085,0.1,1
0.135354398,0.133333333,1
0.101195559,0.033333333,0
0.023911187,0.15,0
0.089239966,0.266666667,0
0.040563621,0.016666667,0
0.071306576,0.25,0
0.071306576,0.316666667,1
0.488471392,0.2,1
1,0.066666667,1
0.109735269,0.416666667,1
0.151579846,0.016666667,0
0.14645602,0,0
0.374893254,0.266666667,1
0.055081127,0.266666667,0
0.132792485,0.066666667,0
0.128949616,0.15,1
0.091801879,0.35,1
0.002988898,0.016666667,0
0.085397096,0.033333333,1
0.219897523,0.25,1
0.036720751,0.4,0
0.284799317,0.333333333,1
0.217335611,0.783333333,0
0.096498719,0.75,0
0.07087959,0.333333333,0
0.076857387,0.516666667,1
0.086251067,0.066666667,0
0.050811272,0.066666667,1
0.214346712,0.05,0
0.254483348,0.033333333,1
0.102476516,0.016666667,0
0.079846285,0.4,0
0.08881298,0.283333333,0
0.069598634,0.066666667,1
0.455166524,0.4,1
0.191716482,0.166666667,0
0.192570453,0.183333333,1
0.29675491,0.066666667,0
0.134500427,0,0
0.151579846,0.1,1
0.156276687,0.35,0
0.319385141,0.216666667,1
0.581981213,0.6,0
0.110162254,0.066666667,0
0.475234842,0.3,1
0.058497011,0.133333333,0
0.205380017,0,0
0.054227156,0.333333333,1
0.31383433,0.233333333,0
0.178052946,0.133333333,0
0.18146883,0.1,1
0.262169086,0,0
0.484628523,0.466666667,1
0.142613151,0.416666667,1
0.096071734,0.05,0
0.434244236,0.016666667,0
0.012382579,0.05,0
0.075149445,0.316666667,0
0.361656704,0.4,1
0.025192143,0.366666667,1
0.15969257,0.15,0
0.338599488,0.183333333,1
0.254056362,0.25,0
0.012809564,0.033333333,0
0.311699402,0.133333333,1
0.133646456,0.066666667,0
0.20794193,0.466666667,1
0.256191289,0.033333333,0
0.34030743,0.133333333,1
0.143894108,0.033333333,0
0.377455167,0.166666667,0
0.259607173,0.05,0
0.055935098,0.266666667,0
0.109308284,0.116666667,1
0.075149445,0.166666667,1
0.245089667,0.4,1
0.075149445,0.25,1
0.198548249,0,1
0.096498719,0.5,0
0.590520922,0.4,0
0.222886422,0.35,0
0.027327071,0,0
0.196840307,0.666666667,1
0.242527754,0.05,1
0.222886422,0.066666667,0
0.291631085,0,0
0.002561913,0.183333333,0
0.146883006,0.066666667,1
0.186592656,0,0
0.053373185,0.2,1
0.028181042,0.4,0
0.280529462,0.766666667,0
0.108454313,0.016666667,0
0.096925705,0.083333333,0
0.052519214,0.15,0
0.061485909,0.083333333,1
0.774978651,0.066666667,1
0.324935952,0.3,0
0.260034159,0.516666667,1
0.198121264,0.133333333,1
0.201964133,0.166666667,1
0.113578138,0.166666667,1
0.280102477,0.4,1
0.017079419,0.1,0
0.038001708,0,0
0.691716482,0.116666667,0
0.034585824,0.066666667,0
0.087959009,0.15,0
0.201110162,0.1,1
0.113578138,0.233333333,1
0.107600342,0.083333333,0
0.029888984,0.4,1
0.037147737,0.433333333,1
0.022203245,0.05,0
0.24295474,0.5,0
0.081127242,0.116666667,1
0.009820666,0.016666667,0
0.076430401,0.366666667,1
0.172502135,0.066666667,0
0.052092229,0.7,0
0.152006832,0.116666667,0
0.176345004,0.016666667,0
0.131084543,0.15,0
0.00469684,0.05,0
0.250640478,0.416666667,1
0.322374039,0.033333333,0
0.259607173,0.033333333,1
0.160119556,0,0
0.315115286,0.116666667,0
0.210503843,0.1,0
0.879163108,0.066666667,1
0.064901793,0.05,0
0.301878736,0.45,1
0.273697694,0.25,1
0.069171648,0.066666667,1
0.078138343,0.033333333,0
0.081127242,0,0
0.024765158,0.35,0
0.462852263,0.333333333,0
0.059350982,0.05,0
0.281810418,0.333333333,0
0.060204953,0.016666667,0
0.090093937,0,0
0.137489325,0.083333333,0
0.038001708,0.1,0
0.072160547,0.75,0
0.474380871,0.35,1
0.050811272,0.416666667,0
0.219043553,0.066666667,0
0.041417592,0.05,0
0.198548249,0.416666667,1
0.051238258,0.083333333,0
0.318958155,0.583333333,1
0.087532024,0.05,0
0.206233988,0,0
0.060204953,0.116666667,1
0.061912895,0,0
0.166097353,0.616666667,1
0.151152861,0.266666667,0
0.086251067,0.283333333,0
0.073868488,0.35,0
0.03116994,0.516666667,1
0.066609735,0.033333333,0
0.205380017,0,0
0.034158839,0.533333333,1
0.121263877,0.133333333,0
0.146029035,0.233333333,0
0.129376601,0.066666667,0
0.068317677,0.066666667,0
0.055935098,0.116666667,1
0.144748079,0.016666667,0
0.020495303,0.35,0
0.178479932,0.066666667,0
0.228010248,0.05,0
0.188727583,0.05,0
0.19470538,0,1
0.13706234,0.05,0
0.341588386,0.083333333,0
0.239965841,0.8,0
0.053800171,0,0
0.092228864,0.116666667,0
0.564474808,0.216666667,0
0.007685739,0.333333333,0
0.002988898,0.416666667,0
0.15499573,0.283333333,1
0.125106746,0,1
0.085824082,0.083333333,0
0.076857387,0.266666667,0
0.019214347,0.05,0
0.229291204,0.65,1
0.046114432,0.8,0
0.032877882,0.016666667,0
0.082835184,0.35,1
0.148590948,0.016666667,0
0.256191289,0.033333333,1
0.342869342,0.016666667,0
0.228437233,0.05,1
0.035439795,0.166666667,1
0.139197267,0.033333333,0
0.081127242,0.1,0
0.302732707,0.183333333,0
0.029461998,0,0
0.076857387,0.333333333,0
0.076857387,0.016666667,1
0.195559351,0.1,1
0.283091375,0.683333333,1
0.08881298,0.233333333,1
0.025619129,0.033333333,0
0.047822374,0.116666667,0
0.074722459,0.016666667,0
0.078138343,0.333333333,1
0.104611443,0.216666667,1
0.459436379,0.516666667,1
0.353116994,0.516666667,1
0.049530316,0.416666667,0
0.248505551,0.233333333,1
0.467976089,0.3,0
0.141332195,0.716666667,0
0.436806149,0.05,0
0.038001708,0.166666667,0
0.178906917,0.016666667,0
0.091374893,0.15,0
0.048676345,0.033333333,0
0.215627669,0.016666667,0
0.236122972,0.466666667,0
0.062766866,0.066666667,0
0.134927412,0.133333333,0
0.091374893,0.05,0
0.114005124,0.133333333,1
0.254483348,0.116666667,0
0.320239112,0.033333333,0
0.128095645,0.45,0
0.246370623,0.05,0
0.078565329,0.266666667,0
0.094363792,0.016666667,0
0.061058924,0.066666667,0
0.251067464,0.083333333,0
0.026900085,0.016666667,0
0.279248506,0.216666667,1
0.077284372,0.016666667,0
0.046541418,0.033333333,0
0.078992314,0.283333333,0
0.133646456,0.3,0
0.09265585,0.05,0
0.154141759,0.366666667,1
0.047822374,0.5,0
0.165670367,0.1,0
0.059777968,0.15,0
0.262596072,0,1
0.264730999,0.1,0
0.138343296,0.016666667,1
0.315542272,0.433333333,1
0.03116994,0.05,0
0.379163108,0.2,0
0.248932536,0.366666667,1
0.043552519,0.25,1
0.04440649,0.55,0
0.081554227,0.116666667,0
0.115713066,0.35,1
0.07557643,0.316666667,0
0.178906917,0.183333333,0
0.048676345,0,0
0.347566183,0.033333333,0
0.279675491,0.45,0
0.146883006,0.033333333,0
0.064901793,0.533333333,1
0.225021349,0.6,1
0.132792485,0,0
0.050384287,0.016666667,1
0.160973527,0.1,0
0.164816396,0.183333333,0
0.943637916,0.2,1
0.042698548,0.483333333,1
0.043979505,0.133333333,0
0.302732707,0.316666667,1
0.408198121,0.533333333,1
0.118701964,0.033333333,0
0.051238258,0.016666667,0
0.127241674,0.416666667,1
0.277113578,0.333333333,1
0.216908625,0.016666667,0
0.080700256,0.016666667,0
0.339880444,0,0
0.24295474,0.083333333,0
0.174637062,0.016666667,0
0.020922289,0.066666667,1
0.242100769,0.016666667,1
0.201964133,0.766666667,0
0.068317677,0.183333333,1
0.111870196,0.083333333,0
0.233134073,0.1,0
0.111870196,0.1,1
0.138343296,0.383333333,1
0.036293766,0.566666667,1
0.266865927,0.133333333,0
0.217335611,0.25,0
0.039282664,0.016666667,0
0.160973527,0.016666667,1
0.138770282,0.316666667,1
0.434671221,0.183333333,0
0.046541418,0.066666667,0
0.076857387,0.35,1
0.217335611,0.5,1
0.238684885,0,0
0.082408198,0.083333333,0
0.028608027,0.2,0
0.40264731,0.233333333,0
0.530742955,0.2,1
0.18616567,0.066666667,1
0.112724167,0.15,0
0.113151153,0.383333333,1
0.262169086,0.116666667,0
0.087959009,0.1,0
0.144321093,0.083333333,0
0.057216055,0.283333333,1
0.071306576,0.15,0
0.069171648,0.116666667,1
0.067463706,0.116666667,0
0.053800171,0.4,0
0.035439795,0.266666667,0
0.03116994,0.566666667,0
0.27028181,0.133333333,1
0.308710504,0,0
0.286080273,0.016666667,0
0.371904355,0.116666667,0
0.116567037,0.166666667,0
0.220751494,0.583333333,0
0.181041845,0.116666667,1
0.0264731,0.016666667,0
0.140478224,0.1,0
0.185311699,0.4,0
0.380017079,0,0
0.106746371,0.283333333,1
0.179333903,0.05,0
0.12382579,0.133333333,1
0.155849701,0.216666667,0
0.108027327,0.333333333,1
0.223313407,0.1,0
0.115713066,0.466666667,0
0.157130658,0.016666667,0
0.136635354,0.633333333,1
0.101195559,0.083333333,0
0.137489325,0.05,0
0.068744663,0.4,1
0.146883006,0,0
0.076003416,0.016666667,0
0.138770282,0.366666667,1
0.157557643,0.2,1
0.235695986,0.166666667,1
0.471391973,0.016666667,1
0.068317677,0.316666667,0
0.529461998,0.2,1
0.142613151,0,0
0.137916311,0.05,0
0.100768574,0.016666667,0
0.120836892,0.066666667,1
0.352690009,0.083333333,0
0.065328779,0.633333333,0
0.122117848,0.083333333,1
0.093509821,0.416666667,1
0.727156277,0.383333333,0
0.020495303,0.05,0
0.018360376,0.55,1
0.073014518,0.05,0
0.1323655,0.483333333,0
0.233988044,0.066666667,0
0.163108454,1,0
0.092228864,0.25,0
0.093082835,0.133333333,1
0.126387703,0.316666667,0
0.054227156,0.05,0
0.076003416,0,0
0.091374893,0.35,0
0.090520922,0.2,0
0.560631939,0.066666667,1
0.561912895,0.016666667,1
0.120836892,0.2,1
0.238684885,0.316666667,1
0.105465414,0.166666667,1
0.19940222,0,0
0.105038429,0.083333333,0
0.3941076,0.5,1
0.596925705,0.416666667,0
0.077711358,0.25,1
0.081554227,0.016666667,0
0.077711358,0.05,0
0.204526046,0.483333333,1
0.267292912,0.1,0
0.17292912,0.083333333,0
0.142186166,0.083333333,0
0.055081127,0.1,0
0.45175064,0.283333333,1
0.054227156,0.133333333,1
0.078565329,0,0
