feature 2,feature 3
8.072246879,-5.205727117
8.465446879,-2.800527117
3.573646879,-3.875027117
3.869546879,-1.331941117
-14.91125312,11.65687288
4.426146879,-2.133087117
0.676646879,0.696172883
-1.444363121,-3.378027117
8.130246879,-5.284527117
-0.819453121,-3.697627117
-4.575153121,0.739872883
7.116246879,-4.639327117
6.005046879,-1.454469117
0.751146879,-2.238477117
7.072746879,-5.780627117
-0.020653121,-4.708727117
1.299546879,-4.827827117
-3.437053121,-0.178627117
-0.829753121,-1.752647117
4.477946879,0.152972883
4.124046879,-1.509307117
9.057246879,-4.954627117
-5.280753121,-0.022727117
0.773946879,-4.520227117
0.554546879,0.540272883
1.378146879,-0.334627117
-0.397353121,-2.806527117
-2.427263121,1.235172883
-1.742333121,0.397972883
6.743746879,-4.204927117
-2.820433121,6.690672883
1.496046879,-1.190567117
-2.779043121,1.320872883
-3.331553121,-0.239427117
8.541946879,-5.781527117
7.826046879,-1.243687117
-7.724653121,9.846372883
1.270546879,-4.803027117
9.111046879,1.788672883
-2.406573121,0.306372883
1.887146879,-6.338427117
-0.993253121,-0.612197117
-2.630053121,1.134872883
-7.050053121,3.164772883
-6.271953121,0.592472883
-1.349173121,-3.337827117
7.062446879,-2.332727117
2.954946879,-6.317027117
-6.752053121,2.057672883
7.439046879,-5.029227117
-6.344453121,6.692372883
-1.220873121,-1.909447117
-4.889753121,0.971272883
-2.158263121,-1.377354117
-5.982253121,2.228272883
4.221346879,0.385172883
10.02354688,1.696972883
-6.031953121,3.172472883
4.935246879,-2.464727117
6.634146879,-4.789327117
1.334646879,-2.769727117
7.234246879,-3.546827117
-8.150853121,8.841272883
7.436946879,-4.754127117
1.210546879,-4.408827117
-6.313353121,3.348972883
5.210446879,-1.712377117
4.935246879,-2.559827117
-2.567973121,-1.817767117
-1.520923121,0.058672883
-2.572113121,6.268272883
0.175846879,-4.593027117
8.899946879,1.246272883
-8.953753121,6.095972883
-0.773953121,0.742472883
-15.69545312,16.52977288
-4.724153121,2.313872883
0.569046879,-4.337727117
-8.697153121,6.989672883
-10.43125312,10.96537288
-8.384753121,6.959672883
-0.186253121,-2.891427117
-3.501253121,6.632372883
-5.719453121,3.245272883
-1.715433121,-0.150327117
-5.030453121,1.056072883
1.974046879,-1.586427117
-0.815253121,-3.868227117
8.399246879,-5.109727117
-5.506353121,2.290772883
-5.549853121,1.470772883
0.987046879,1.506772883
-7.439053121,9.541372883
0.326946879,-0.051827117
1.175346879,-4.358327117
1.539546879,-1.876037117
1.578846879,-5.377127117
4.871046879,-0.711587117
7.259046879,-6.004327117
8.850346879,-2.786027117
-0.144853121,-0.660177117
-5.384253121,0.307172883
-8.494353121,9.127472883
-3.699853121,6.933972883
-4.837953121,0.815272883
6.694146879,-4.677027117
-0.939453121,-0.709017117
0.105546879,-3.762827117
8.453046879,-2.941127117
-14.98575312,15.71397288
7.159746879,-4.708727117
5.740146879,-1.243687117
-8.088853121,6.685472883
-0.006253121,-4.507427117
-2.251373121,-1.825477117
1.355346879,-2.332727117
-0.511153121,0.409972883
-5.694653121,1.485372883
5.942946879,-3.749127117
6.284446879,-4.180027117
2.507946879,-2.731127117
5.313946879,-1.288247117
1.818846879,-5.939127117
1.649246879,-0.570207117
-2.946653121,-2.337867117
-7.225953121,2.482672883
-7.946053121,3.844272883
3.037746879,-2.046547117
-4.126153121,-1.493027117
-7.712253121,4.614572883
8.293646879,-4.839027117
1.241546879,-1.170857117
1.291246879,2.948872883
-1.738193121,-0.492237117
-1.462983121,-0.035527117
1.448446879,-5.896327117
4.159246879,-1.160577117
1.833346879,-3.132127117
-1.440223121,3.347272883
0.550446879,3.060172883
-1.028433121,-3.025927117
-2.170673121,-1.853757117
-1.932709121,-2.390997117
5.916046879,-4.932427117
-2.222403121,0.026172883
-1.645083121,-1.189707117
-2.580393121,1.286572883
1.434046879,-2.117667117
-2.069283121,-1.353362117
1.098746879,-3.810827117
2.783146879,-0.021827117
6.280246879,-4.023227117
1.212546879,-1.056897117
9.609746879,1.192272883
-2.065143121,-1.429621117
4.403446879,-0.499947117
0.310346879,-1.660967117
5.479446879,-1.325943117
3.064646879,-6.548427117
5.071846879,-3.248727117
3.836446879,-2.151077117
6.203746879,-1.266817117
-8.513053121,4.245272883
-2.911473121,0.960972883
4.341346879,-3.348927117
4.879346879,-0.542797117
1.974046879,-2.828027117
0.341446879,-4.502227117
5.736046879,-0.841827117
8.188146879,-3.089327117
2.950746879,-6.683727117
-7.370753121,4.406272883
-7.585953121,9.571372883
5.504246879,-0.162327117
8.434346879,-5.127727117
8.231546879,-5.253727117
-14.09595312,12.97127288
-15.20925312,12.07507288
6.305046879,-3.814227117
-1.113273121,6.765172883
-1.686463121,-3.276127117
-4.331053121,3.175872883
-0.740853121,-1.930867117
6.245046879,-3.856227117
-5.169053121,2.060272883
-6.065053121,3.835672883
0.575246879,-0.366327117
-7.068653121,8.935572883
-5.667753121,1.429672883
-3.838553121,-1.553007117
-1.837522121,-1.643827117
6.265746879,-4.531427117
-0.529753121,0.314872883
6.801746879,0.823872883
-11.07895312,8.178972883
-10.01945312,8.779572883
1.243646879,-2.397827117
-1.177423121,-0.565067117
-5.299453121,2.723472883
7.585946879,-4.575927117
7.488746879,0.332872883
-9.785653121,10.44107288
-8.763353121,9.342572883
1.760946879,-5.410527117
-1.798203121,-1.684957117
9.586946879,-1.241977117
3.757846879,-3.366927117
6.675446879,-4.335127117
-2.065143121,-0.421977117
6.826546879,-2.661727117
-1.595413121,-1.217977117
5.963646879,-3.061927117
-11.20515312,6.321372883
-0.070353121,-4.409727117
0.153146879,-1.667827117
2.209946879,-6.099427117
-5.189753121,1.186272883
-7.018953121,5.280272883
-1.313993121,1.306272883
5.487746879,-2.374717117
5.872646879,-4.082427117
-1.206393121,0.553072883
-8.529553121,3.427772883
5.179446879,-1.048327117
6.758246879,-1.388492717
-11.80315312,6.711172883
-1.883046121,4.835572883
5.309746879,-2.468927117
-1.117413121,-3.038727117
0.221446879,-1.870037117
-8.223353121,4.252972883
8.256446879,-5.616127117
1.436046879,-3.127827117
7.608746879,-1.374783117
2.805946879,-1.888887117
8.444746879,-5.810627117
-1.820963121,-0.844397117
-0.173853121,-2.877727117
-0.198653121,-3.547727117
-6.954853121,5.263172883
9.531146879,0.711572883
7.844646879,-2.766327117
-9.226953121,5.441372883
-7.093453121,5.201472883
2.152046879,-6.161127117
5.862246879,-1.679817117
-1.458843121,3.249572883
-0.322853121,-1.397917927
-2.421063121,-0.768997117
3.259146879,-0.330327117
-3.784753121,2.628372883
3.975046879,-0.899237117
0.991146879,-2.219627117
7.234246879,-3.484327117
6.956946879,-3.311227117
4.889746879,0.415172883
1.187746879,-2.229907117
-1.109133121,0.230072883
-2.745933121,-0.612197117
1.510546879,-2.612027117
6.470646879,-2.758627117
0.012446879,-3.770527117
7.362446879,-1.383352117
5.334646879,-3.312927117
-2.454163121,0.990072883
-2.323803121,0.087872883
0.165546879,-4.749827117
-9.030353121,4.247772883
-4.134453121,-1.449328117
5.963646879,-3.061927117
7.298346879,-5.102027117
-1.791993121,-1.428764117
2.930146879,-6.196227117
8.281246879,0.781072883
8.266746879,-5.329927117
-1.611973121,-0.624187117
-5.026253121,0.978072883
9.767046879,1.147772883
6.847246879,-1.165717117
-11.59215312,8.067572883
5.063546879,-3.394327117
-2.096183121,-1.511017117
-1.976164121,4.272672883
-1.067753121,5.732672883
10.23874688,1.422772883
-14.41455312,13.49047288
-8.763353121,7.551772883
-0.504953121,-2.822827117
6.085746879,-1.633547117
-1.597483121,-1.733797117
7.207346879,-5.122627117
0.943546879,-3.046427117
8.734446879,-5.536427117
3.468146879,-3.801327117
-5.870553121,2.864872883
0.014446879,-3.867327117
2.445846879,0.740772883
6.625846879,-0.978927117
-0.480053121,-0.375727117
1.307746879,-2.755127117
1.458846879,-5.066027117
0.753246879,-0.590777117
2.627946879,-6.373627117
8.904146879,0.962672883
1.595446879,-0.635327117
0.862846879,-3.581127117
-5.880853121,2.946272883
8.266746879,-5.673527117
7.600446879,-5.408827117
5.663646879,-1.683247117
7.478346879,-4.701027117
-3.290153121,0.599372883
0.198646879,0.440872883
-1.663703121,-2.238477117
2.116846879,-1.699527117
-1.485743121,3.188772883
-1.852007121,5.470472883
2.917646879,-6.658927117
-0.057953121,1.251472883
2.149946879,-1.634407117
7.643946879,-5.184327117
3.346046879,-4.288027117
-0.355953121,6.140572883
-0.138653121,0.718472883
2.650746879,0.659372883
-14.63185312,11.39807288
7.254846879,-3.669427117
-8.635153121,3.588072883
8.092946879,-5.346227117
-6.528553121,6.949372883
0.372446879,0.715872883
-0.076553121,-2.755127117
2.038246879,-3.380627117
5.853946879,-1.636117117
1.820946879,-1.799777117
0.554546879,-4.348827117
4.202746879,-0.868387117
5.015946879,-0.820407117
8.500646879,-5.557827117
-8.463353121,3.417472883
-5.998853121,1.361072883
4.693146879,-2.190497117
-7.896353121,8.693972883
7.298346879,-5.102027117
5.251846879,-0.613057117
7.345946879,-4.988927117
1.138146879,-3.233227117
-0.922903121,-3.610227117
-12.43225312,7.626272883
4.525546879,-0.314027117
-14.73535312,11.27127288
-14.85325312,11.78027288
2.073446879,-1.756077117
4.479946879,-3.829627117
4.018546879,-4.252027117
0.372446879,1.842672883
-9.649053121,10.56787288
-1.127763121,-0.439117117
2.061046879,-2.954827117
4.786246879,-2.216197117
-3.706053121,0.737372883
1.893346879,-1.710667117
1.878946879,-6.311927117
-9.754553121,8.423172883
-11.52585312,6.378772883
-1.883046121,-1.343937117
0.924946879,2.946272883
2.313446879,0.736472883
-2.423123121,-1.751797117
-0.188353121,0.203472883
-1.709223121,-1.194847117
1.080146879,-5.004327117
-8.461253121,9.125772883
1.599546879,-1.781777117
-0.614553121,-0.106627117
1.506446879,-5.428527117
-6.377553121,3.174172883
4.055746879,-0.203527117
0.871146879,-1.074887117
-2.365193121,-1.017477117
9.005546879,-5.408827117
-1.363653121,-1.783497117
-7.110053121,9.028972883
-2.661093121,4.069572883
5.684346879,-2.376427117
-8.401253121,4.359172883
-15.58165312,16.20757288
-0.573153121,-2.847727117
3.087346879,-3.636027117
-2.228613121,-0.062927117
-8.786153121,6.734372883
-11.17205312,7.594572883
1.386446879,-3.680527117
-4.078553121,0.310572883
-0.682853121,0.599372883
8.920646879,1.148572883
4.703446879,-0.913807117
-1.804413121,-3.079927117
8.090846879,-5.721527117
7.199046879,0.344872883
-1.545753121,-2.687427117
-2.607293121,0.585672883
-1.268473121,-2.576927117
-10.13535312,8.685372883
-10.60715312,7.757372883
-8.384753121,7.079672883
-2.483133121,6.323872883
-6.729253121,1.951472883
-10.71265312,6.575872883
-2.249313121,0.734772883
-8.583353121,4.426872883
6.468546879,0.764772883
-8.736453121,5.304272883
-8.239853121,6.565572883
0.504946879,-0.716727117
0.488346879,-1.573567117
-2.915613121,3.814272883
-0.736653121,-4.038727117
7.575646879,1.043172883
-2.098253121,3.785072883
-1.630593121,-3.048227117
0.885646879,-4.540827117
-1.293303121,-2.038837117
7.710146879,-4.509927117
-0.004153121,-4.680427117
-4.113753121,1.067172883
-7.023153121,3.139072883
5.967846879,-4.017227117
-4.012353121,0.186372883
7.296246879,-4.683927117
2.623846879,0.895872883
6.727246879,-2.360147117
8.246046879,-5.510727117
1.477446879,-5.830327117
7.513546879,-1.492170117
0.045546879,-1.821197117
7.070746879,-1.179427117
4.995246879,-2.672027117
7.010746879,-3.478327117
1.419546879,-0.625047117
-1.270543121,-1.886317117
6.443746879,-0.889817117
5.357346879,-3.666827117
-2.313453121,-0.463107117
-2.027893121,0.535972883
0.813246879,-0.069827117
3.482546879,-3.920427117
6.462346879,-3.454327117
5.009746879,-2.443227117
-1.783723121,-1.594137117
4.219246879,-1.018337117
-5.212553121,1.769772883
4.918646879,-1.427050117
7.643946879,-5.184327117
-5.719453121,3.245272883
4.720046879,-2.540127117
-0.449053121,-2.816827117
9.373846879,-5.491927117
-1.883046121,-1.639547117
1.438146879,-5.904027117
4.668246879,-0.839257117
6.876246879,-3.564827117
-0.215253121,-1.449328117
7.896346879,-5.808927117
6.884446879,-0.451967117
-0.871153121,-1.860607117
-0.370353121,5.682972883
0.960146879,-3.706227117
-6.122953121,2.793772883
-5.185653121,1.691872883
-8.355753121,6.752372883
2.975646879,-2.320737117
7.370746879,-1.810057117
-9.173153121,4.616272883
-5.694653121,0.215472883
5.493946879,-3.222127117
7.509446879,-2.060257117
8.616446879,-5.515027117
4.707646879,-2.031977117
-3.526053121,7.077972883
1.001546879,-0.527367117
1.365746879,-3.667727117
-0.018653121,-1.433048117
-1.429873121,-0.304627117
-14.66295312,14.15967288
-0.612553121,-1.342223117
-0.978773121,3.153572883
6.023646879,-0.323427117
4.978646879,-3.403827117
-1.947153121,-0.155527117
9.731846879,1.256572883
0.060046879,-3.713927117
8.339146879,-5.252827117
-5.858153121,1.465672883
-2.605223121,-1.301095117
-8.680653121,4.443172883
-9.497953121,10.47017288
1.438146879,0.634472883
5.721546879,-0.409127117
-6.629953121,6.520972883
-1.512643121,0.003872883
-6.874153121,4.975272883
4.473746879,-1.305379117
-6.731353121,6.816572883
5.568446879,-1.381638117
4.914546879,-0.700447117
5.520846879,-0.986637117
6.810046879,-4.298327117
1.396746879,-2.790327117
5.998846879,-0.304627117
-8.819253121,4.201572883
6.766546879,-4.300927117
-2.917683121,3.942772883
1.676146879,0.541072883
8.215046879,-2.728627117
-0.846353121,-0.751857117
-4.134453121,2.861472883
7.964646879,-5.476427117
-2.234823121,-0.116127117
6.799646879,-4.420027117
1.121546879,-4.879227117
-14.97745312,15.56067288
-14.39595312,13.57277288
-6.737553121,4.957272883
5.388446879,-2.216197117
-5.336653121,1.376572883
-8.881353121,7.407772883
-5.185653121,1.691872883
1.529146879,-0.730437117
0.653846879,-0.087827117
-4.931053121,1.279672883
-2.969453121,6.653772883
-1.053263121,-3.711427117
-14.72705312,14.28477288
-3.300453121,0.907872883
-6.408553121,0.803272883
4.947646879,-2.454427117
6.770646879,0.001272883
7.449446879,-5.432727117
-1.119483121,0.239472883
-2.915613121,-0.302927117
-2.977653121,2.497272883
0.186246879,-1.260827117
1.181546879,-2.551227117
-0.124153121,-4.355727117
-4.273053121,0.307172883
1.345046879,-4.953827117
3.890246879,-3.628227117
7.871546879,-5.548427117
-4.628953121,0.996972883
-5.185653121,1.691872883
-10.30505312,10.99537288
3.764046879,-3.113327117
1.245746879,0.564272883
1.146346879,-0.711587117
-0.293853121,-2.283037117
-1.943055121,-1.463894117
4.157146879,-1.975427117
5.353246879,-0.247227117
-1.698883121,-1.870897117
4.142646879,-3.851027117
6.309246879,-4.648727117
4.055746879,-0.006427117
7.476346879,-0.537647117
3.617146879,0.635372883
8.610246879,-5.982827117
-1.967886121,-1.585567117
-7.635653121,4.555372883
-3.072853121,-2.349007117
5.816746879,-1.775787117
-5.233253121,1.251472883
-5.185653121,1.691872883
-1.669913121,-0.635327117
10.27604688,-0.721017117
-10.21395312,8.905572883
7.749446879,-5.358227117
-2.443823121,-1.801487117
-1.189833121,-2.076537117
8.624746879,-2.815127117
-3.039753121,0.147772883
-1.500233121,1.224872883
4.951746879,-0.477677117
8.666146879,-5.122627117
7.857046879,-5.305127117
4.811046879,-0.326827117
-3.612953121,1.120372883
0.817346879,-3.929927117
9.003446879,-5.290527117
-1.955471121,-1.599277117
9.595246879,0.425472883
0.531846879,1.121172883
1.038746879,-2.684027117
1.407146879,-0.561647117
-15.42025312,16.27957288
2.042346879,2.000272883
0.968446879,-0.800697117
-2.692133121,4.187772883
-7.660453121,2.994272883
-2.416923121,-0.064627117
-0.351753121,-1.351648117
7.399746879,0.733072883
10.19534688,-1.109167117
3.772246879,-1.302809117
-14.50775312,14.04407288
4.196546879,-3.827027117
-1.564373121,0.643972883
-4.955953121,1.135772883
-2.007203121,2.780872883
-1.475393121,3.193072883
-1.690603121,0.615672883
-5.663653121,4.180072883
-6.536853121,2.584672883
-6.329953121,4.587972883
-5.371853121,2.245372883
6.259546879,-1.119447117
-0.885653121,-0.637897117
-14.67325312,15.31897288
7.879846879,-5.218527117
-7.345953121,2.427872883
-1.407113121,-0.369727117
1.998946879,-0.691887117
2.963246879,-6.546627117
-8.370253121,4.636772883
-0.026853121,-1.211127117
-6.338253121,4.585372883
5.682246879,-1.875177117
-1.914085321,5.206572883
-2.526593121,1.206872883
0.699446879,-0.768997117
9.959446879,0.648172883
8.099146879,-5.667527117
-2.174813121,3.773072883
0.947746879,-0.886387117
-1.752683121,-2.403027117
-9.241453121,6.500472883
-11.42245312,8.284372883
1.309846879,-4.679627117
1.301546879,-2.091097117
8.301946879,-2.494627117
-2.973553121,0.004772883
8.345446879,-4.350627117
1.415346879,-5.453327117
0.215246879,-1.873467117
10.61744688,1.546172883
8.984846879,-5.975127117
-4.506853121,0.833272883
-1.692673121,-0.685027117
-1.947153121,-0.155527117
-12.44675312,8.519972883
-11.99355312,7.017972883
1.291246879,-4.706127117
1.754746879,-5.474727117
1.107046879,1.518772883
5.773246879,-4.167227117
-8.003953121,8.698172883
-1.088443121,4.057572883
2.114846879,-1.851187117
8.345446879,-4.350627117
-2.075493121,1.132372883
-6.371353121,0.709072883
-1.831314121,4.822772883
1.783746879,-0.693597117
-4.140653121,0.207772883
-5.018053121,1.411672883
-8.854453121,6.891172883
-6.085753121,2.103172883
7.271446879,-2.307027117
-4.277153121,0.981572883
-9.845653121,5.317972883
-2.878373121,1.309672883
9.228946879,-5.324827117
-5.924353121,0.449472883
6.085746879,-5.123427117
-6.377553121,3.174172883
3.735046879,-0.667887117
1.622346879,-2.769727117
0.403546879,3.510872883
-0.329053121,-1.352505117
0.742846879,-0.608767117
4.223446879,-0.380027117
3.271546879,-3.194727117
-1.380213121,-1.924877117
3.604646879,0.380872883
3.217746879,-2.048257117
1.645046879,-5.785827117
4.69E-05,5.748972883
1.841646879,-5.871427117
-1.566443121,1.249672883
1.924446879,-2.031977117
-3.174253121,0.865872883
2.379646879,-0.838397117
7.182446879,-1.785207117
-1.947153121,-0.155527117
1.680246879,-2.814227117
-0.645653121,-2.039687117
-7.064553121,2.893972883
-2.280343121,-0.950647117
7.643946879,-5.184327117
5.282846879,-4.682227117
0.552446879,-4.342827117
9.189646879,-5.601527117
-0.018653121,6.136272883
9.481446879,1.141772883
5.127646879,-1.985707117
-6.801753121,1.968572883
7.852946879,-5.377127117
3.358446879,-3.657427117
10.58024688,-0.706447117
0.852546879,-0.715017117
-6.708653121,7.121672883
-1.026363121,4.359172883
0.579346879,0.123872883
-8.767553121,7.602272883
5.707046879,0.177772883
3.908846879,-3.807327117
-14.80155312,11.66207288
-7.579753121,4.705372883
-6.805853121,2.037972883
3.902646879,-1.912017117
-12.38255312,7.574072883
1.713346879,-5.802027117
7.277646879,-1.138297117
-4.407553121,0.210372883
7.778446879,-5.151727117
1.071846879,-0.546217117
2.032046879,-6.138827117
-2.358983121,0.294372883
7.372846879,-1.834047117
-8.310253121,4.127872883
-10.36085312,7.450672883
8.163346879,-5.690727117
6.648546879,-4.430227117
5.255946879,-2.917127117
-1.260193121,2.751772883
1.150546879,-4.783327117
-2.617643121,-0.520517117
-4.550353121,1.755272883
4.767646879,-2.601827117
1.916146879,-2.193067117
7.679046879,-1.651547117
5.268346879,-0.117827117
8.550246879,-4.406327117
2.857646879,-6.533827117
-3.346053121,1.526472883
4.676546879,-1.731227117
6.872046879,-5.033527117
7.403846879,-5.084927117
0.314546879,1.325972883
4.146846879,-0.825547117
-6.228553121,4.626472883
-8.397153121,6.653772883
0.937346879,-1.200847117
1.990646879,-5.952027117
-6.334053121,2.426172883
8.782046879,-4.706127117
7.544546879,-6.339327117
-11.05825312,7.946772883
0.161446879,-1.865757117
-2.087903121,-0.943797117
8.370246879,-2.679727117
5.336646879,-1.326800117
-3.362553121,-0.270327117
-10.96305312,7.464372883
-0.440753121,-1.881177117
2.032046879,-6.169627117
2.172746879,-6.201327117
-1.009813121,0.182972883
4.726246879,-1.447614117
-2.027893121,-0.117827117
1.585046879,-3.181827117
-4.560653121,0.526572883
-10.96305312,7.671772883
1.206346879,2.895672883
-5.928453121,0.397972883
5.605646879,-1.816917117
-1.138103121,-0.294327117
-5.185653121,1.691872883
-0.333153121,5.610172883
-7.734953121,9.489072883
-2.367253121,-1.163147117
0.407646879,3.535772883
6.718946879,-3.032727117
1.920246879,-6.329027117
-7.761853121,6.371072883
5.200146879,-1.481031117
0.037246879,-4.456027117
3.087346879,-6.437027117
6.087846879,-0.972927117
-7.149353121,4.232372883
-2.100323121,3.509172883
-3.639853121,-1.923157117
5.682246879,-3.740527117
2.021646879,-1.476747117
-9.284853121,5.527872883
-9.028253121,5.221172883
1.456746879,-2.623227117
3.917146879,0.925872883
9.382146879,-4.737027117
-10.23465312,11.05707288
1.411246879,-2.822027117
0.422146879,-0.870957117
4.262746879,-3.441527117
-12.07215312,8.217572883
-10.56985312,6.281972883
-8.270953121,4.217772883
0.010346879,-4.686427117
5.469146879,-1.367928117
9.957346879,-0.981497117
2.851446879,-6.240727117
-1.107063121,0.706472883
1.500246879,-5.366827117
1.705046879,1.910372883
4.353746879,-2.947127117
-8.254353121,4.701072883
4.544146879,-2.154507117
5.833346879,-1.565857117
6.062946879,-3.945327117
9.299346879,0.510272883
-2.019618121,-0.780997117
-6.892753121,2.104872883
-2.311383121,0.222372883
5.287046879,-4.677027117
-9.578653121,10.43417288
4.196546879,-0.932657117
-0.148953121,-3.644527117
-1.282953121,4.591372883
-2.232753121,-1.214557117
1.042946879,-1.197417117
5.717446879,-3.480027117
-7.509453121,7.258772883
-5.719453121,3.245272883
-5.806353121,1.960072883
-2.555563121,5.987172883
2.936346879,-2.166507117
-11.01065312,7.843972883
4.424146879,-1.580427117
-1.233293121,-0.624187117
5.715346879,-4.185227117
1.868546879,-2.050827117
-3.689553121,-1.742367117
-2.166533121,0.006472883
-14.85945312,14.25827288
-1.694743121,-0.436547117
-9.166953121,5.156072883
-10.73545312,7.310972883
0.895946879,-3.823627117
-9.034453121,9.992072883
3.933746879,0.478572883
7.737046879,-1.685817117
7.199046879,-1.816917117
1.390546879,-2.281317117
0.970446879,-5.043727117
0.415946879,-4.378827117
1.969946879,-6.225327117
-1.618183121,-0.740727117
4.914546879,-1.667827117
1.169146879,-3.794527117
-8.175753121,3.954772883
-4.995253121,1.644672883
