feature 1,feature 4,output
1.958764743,-1.63074348,0
-1.142405257,2.09465652,1
0.454984743,0.99810652,0
1.462964743,0.39423652,0
-0.424073957,-3.21864348,1
-0.711755257,-1.33594348,0
2.482564743,-2.93034348,0
-3.425235257,3.01145652,1
0.007514743,1.90715652,0
-3.142035257,1.78172652,1
-1.346915257,1.25802152,1
-1.871435257,1.61232652,1
-0.053895257,0.74724652,0
4.167664743,1.38474652,0
-2.785535257,1.13129852,1
3.843464743,1.55284652,0
6.391064743,1.73775652,0
-3.754035257,0.74207652,1
-1.583435257,1.81792652,0
2.806564743,1.60456652,0
2.422364743,1.67568652,0
1.016964743,0.53906652,0
0.836864743,-0.99714348,0
-1.896535257,1.68991652,1
-2.655135257,1.24767652,1
-1.060575257,2.29765652,1
4.135364743,1.19595262,0
1.502064743,-1.06694348,0
-1.489235257,0.72397652,1
-1.208345257,2.32355652,1
-3.415835257,-2.77254348,1
-2.006935257,0.35285652,1
-5.179935257,-0.10494348,1
1.658464743,0.58949652,0
1.403564743,1.74422652,0
2.418564743,-2.14544348,0
-2.567035257,-0.55364348,1
2.260864743,1.64077652,0
0.136864743,0.62957652,0
-2.345335257,1.67698652,1
-1.093815257,2.37525652,1
-3.081635257,-4.27904348,0
0.399184743,0.26621652,0
0.449244743,0.75888652,0
3.002164743,3.08385652,0
-3.520335257,0.29983652,1
2.835964743,0.89336652,0
-0.781835257,1.81792652,1
-0.601085257,-2.43244348,0
4.222464743,-0.04674348,0
4.273464743,-0.29884348,0
-2.274835257,-1.89844348,0
0.309334743,-2.88114348,0
0.128584743,1.18560792,1
2.675064743,1.62525652,0
2.433464743,-1.91784348,0
-2.421835257,0.49121652,1
-1.733735257,-4.67214348,0
-1.327825257,-1.75354348,1
-2.554735257,2.54465652,1
-0.393237257,-2.73894348,0
4.202364743,2.39075652,0
5.503664743,0.82612652,0
2.951064743,1.44293652,0
5.174664743,-3.16174348,0
3.030964743,1.55284652,0
-3.460235257,1.13647052,1
-2.255235257,-1.16134348,1
-3.021735257,-0.08804348,1
3.032564743,2.53045652,0
-2.058135257,1.36146652,1
3.091364743,1.83603652,0
2.254364743,0.49897652,0
2.824764743,1.04078652,0
-1.312075257,-2.10274348,1
1.581564743,1.62008652,0
1.465664743,2.00542652,0
-0.796525257,-2.14154348,0
3.720464743,-0.01824348,0
-1.029605257,0.29337652,1
-2.895835257,-1.66564348,1
3.929664743,3.21185652,0
-0.794115257,0.81966652,0
-3.383535257,2.35455652,1
1.425464743,0.92957652,0
-1.048155257,1.69379652,1
1.612864743,1.10802252,0
0.202814743,-4.92944348,1
2.257964743,-3.09714348,0
-2.278535257,0.11885652,1
-0.972735257,1.24379752,1
-1.148675257,1.68991652,1
-1.513935257,-0.08424348,1
-2.823535257,1.95370652,1
-0.290445257,1.67956652,1
-6.306735257,-4.85054348,1
-1.129455257,-3.13724348,0
1.769664743,2.04163652,0
0.433624743,1.02396652,0
-1.955735257,1.08474652,1
-0.941895257,-1.06954348,1
3.478364743,1.79723652,0
-2.917235257,0.54681652,1
4.000064743,-2.55664348,0
0.306804743,1.67568652,0
1.386764743,1.58646652,0
3.091964743,2.99075652,0
-2.725535257,2.11275652,1
-5.463835257,-6.31174348,1
1.513864743,-0.67514348,0
4.808564743,-2.90964348,0
-0.053935257,0.74725652,0
-2.296635257,1.28905552,1
-2.193635257,-2.13244348,0
3.143264743,1.92396652,0
0.340714743,-0.19674348,0
1.855564743,0.79379652,0
1.957964743,-1.70704348,1
-0.316875257,-3.18244348,1
3.012764743,1.73775652,0
3.032964743,2.73345652,0
4.216164743,0.81707652,0
-1.216625257,-5.85784348,0
0.577964743,1.61879652,1
-2.642035257,0.90759652,1
-2.695435257,1.30327652,1
0.306934743,1.04595652,1
-2.033835257,1.27353852,1
3.789264743,2.15283652,0
-0.053935257,0.74725652,0
-2.219735257,-0.01954348,1
1.500264743,0.85198652,0
0.434424743,-2.81654348,0
3.543464743,3.35415652,0
3.558464743,1.08215652,0
-3.439835257,-0.96864348,1
1.404664743,1.70413652,0
0.993864743,-0.77604348,0
-3.167535257,1.40931652,1
4.609164743,2.29765652,0
3.708764743,2.82135652,0
-3.422035257,1.26060752,1
-2.440335257,1.29164152,1
4.210164743,1.74422652,0
-0.973395257,-0.26264348,0
3.085164743,1.17138352,0
0.930064743,-0.69194348,0
3.482864743,-3.27424348,0
-2.168135257,2.12697652,0
1.994964743,-0.26264348,0
-0.109295257,-2.93674348,0
1.206864743,0.82741652,0
-2.968335257,1.19336652,1
-0.104535257,0.20285652,0
2.688164743,0.81707652,0
3.973464743,2.32355652,0
-2.774735257,-6.39194348,0
1.963164743,2.62865652,0
-1.911835257,0.70586652,1
1.820864743,-2.07814348,0
-0.639935257,-5.61864348,0
-4.163735257,-1.49234348,1
0.502104743,-0.46824348,0
-2.269335257,0.64121652,1
-1.552535257,-0.76564348,1
-2.696235257,1.67827652,1
-4.919835257,-2.02774348,1
-2.477835257,0.10065652,1
-2.181635257,2.40365652,1
2.129764743,1.57741652,0
2.134064743,0.78474652,0
-0.038145257,0.51578652,0
-2.894135257,-6.45014348,0
-2.776735257,-4.75094348,0
-2.631635257,1.64336652,1
3.157464743,1.75586652,0
-2.085135257,2.42955652,1
-3.348335257,-2.84104348,1
-5.276335257,0.66061652,1
-2.101435257,2.15930652,1
-2.574235257,0.98259652,1
-1.955935257,-2.90574348,0
-2.748435257,-0.05574348,1
-2.853535257,1.60974652,1
-1.191665257,-0.07124348,1
3.512264743,0.63345652,0
1.014164743,-0.91694348,0
-3.453835257,2.04939652,1
4.652264743,2.31055652,0
4.134164743,1.48818652,0
-7.172435257,-6.39704348,1
1.446164743,1.56836652,0
3.565664743,2.88085652,0
3.043864743,0.26880652,0
-2.140035257,-1.15744348,1
-5.555335257,0.13045652,1
3.914564743,-3.06224348,0
-0.711735257,-1.33594348,0
3.492464743,1.12612552,0
-2.252435257,1.06922652,1
4.034464743,2.02223652,0
-0.053935257,0.74725652,0
1.291964743,-0.61564348,0
-1.690535257,1.63818652,1
-0.248935257,0.31923652,0
1.129364743,1.84637652,1
-2.205035257,0.18735652,1
-6.337135257,-5.48804348,1
0.245124743,-2.94974348,1
1.498364743,-0.86134348,0
-3.939735257,0.43949652,1
1.698164743,1.13000452,0
1.136364743,-1.00364348,0
4.769464743,2.20455652,0
0.866164743,1.00198652,0
1.207064743,-1.47044348,1
-3.576035257,0.53000652,1
3.610864743,-3.54844348,0
-1.341575257,1.53344652,1
3.785064743,1.95241652,0
0.794164743,-2.72084348,1
-2.488235257,-0.21994348,1
-2.557135257,0.38000652,1
1.727864743,1.11060852,0
-1.201675257,-2.23594348,1
5.060664743,3.12005652,0
0.874964743,1.41189652,0
3.450264743,-2.89024348,0
-1.508135257,1.99637652,1
2.231064743,-2.97684348,0
-4.013535257,0.73431652,1
0.584464743,-0.52124348,0
-1.822435257,1.53344652,1
-2.763635257,-0.68164348,1
1.211264743,-2.36524348,0
-0.132925257,1.68086652,1
-4.129835257,-1.42644348,1
0.182784743,-3.20314348,1
1.297964743,0.20027652,0
-0.199135257,2.63645652,1
-0.550895257,1.13259152,1
2.540464743,0.15375652,0
0.461924743,-0.74364348,0
-3.399935257,-0.92214348,1
3.663464743,2.10758652,0
-0.536075257,0.62440652,1
3.164464743,1.40413652,0
-0.853385257,-1.01524348,1
-5.166835257,0.11755652,1
0.271164743,1.55284652,1
3.368564743,2.14508652,0
-3.894235257,0.16925652,1
-0.495760257,0.06065652,0
-0.884355257,0.78862652,0
2.599564743,1.49465652,0
-1.855435257,-5.91084348,0
-2.652035257,1.55543652,1
1.988864743,1.40672652,0
-7.470135257,-3.34794348,1
3.329764743,1.53344652,0
-1.444935257,-0.42684348,1
-0.650345257,-2.69364348,0
0.094814743,0.14335652,0
-2.400435257,-6.68024348,0
-2.755835257,0.39294652,1
2.590464743,0.64380652,0
-2.997735257,1.51922652,1
0.248064743,-4.91264348,1
-2.601135257,0.32957652,1
-4.184035257,-1.58544348,1
-3.317035257,0.72785652,1
-1.527835257,-0.25364348,1
0.892664743,0.77828652,0
-1.415665257,-0.37514348,1
-2.388835257,1.06276652,1
0.107764743,0.73043652,0
-1.212215257,-2.36524348,1
-2.255635257,1.24896952,1
-2.832035257,-4.59714348,0
3.081464743,0.72267652,0
0.411724743,-0.20444348,1
5.452464743,0.89078652,0
-3.347535257,0.58949652,1
-0.371210257,-1.48204348,1
-0.924545257,-1.90874348,1
0.889664743,1.07181652,0
-4.719635257,0.27526652,0
1.114064743,-0.54584348,0
2.115264743,-0.04544348,0
-1.828335257,-0.29884348,1
3.149264743,1.06664652,0
-3.102235257,-0.54064348,1
-3.272835257,0.77052652,1
3.599164743,2.37395652,0
1.476764743,0.43561652,0
0.718064743,0.75629652,0
-2.761435257,-0.09454348,1
-2.188635257,0.82095652,1
0.337504743,-0.30794348,0
-2.144135257,1.58905652,1
-4.933335257,0.02445652,1
2.005364743,0.50026652,0
-1.851135257,1.81146652,1
3.502464743,-2.82554348,0
-1.406985257,2.22395652,1
-2.028835257,0.24811652,1
-3.664235257,0.24552652,1
2.238164743,1.77784652,0
-1.794935257,-1.71094348,0
4.985064743,-2.50744348,0
-4.911635257,-5.58374348,1
-0.667295257,-1.58674348,1
-2.448635257,-2.70014348,1
-2.651035257,0.01925652,1
5.348564743,1.13517752,0
1.016364743,-0.40494348,1
2.808464743,-0.25494348,0
1.659264743,-2.08074348,0
-2.691735257,0.33216652,1
5.658164743,2.64675652,0
1.674264743,1.68215652,0
0.862264743,-1.70964348,1
2.990864743,1.48301652,0
2.369564743,0.16925652,0
2.389464743,-2.78674348,0
-1.718335257,-2.06914348,1
-2.128935257,2.14120652,0
-4.501635257,0.08775652,1
0.840864743,-0.60404348,0
-2.701435257,-1.27254348,1
0.790964743,0.38518652,0
3.629464743,1.58646652,0
-0.738055257,0.53518652,1
3.578964743,-2.88114348,0
-0.606695257,1.92525652,1
-0.540215257,1.83344652,0
-2.311935257,1.17009052,1
1.608364743,2.09594652,0
4.125964743,2.80845652,0
-0.720695257,-1.99794348,1
4.242764743,2.66875652,0
-0.104495257,0.20285652,0
4.551464743,-0.09064348,0
-2.292135257,-0.64674348,0
-3.160135257,-2.44544348,1
1.548064743,-0.68034348,0
3.190664743,3.12005652,0
0.442294743,1.02009652,0
3.078964743,1.59939652,0
2.418364743,-0.01304348,0
3.726764743,-2.89024348,0
3.634264743,1.69249652,0
0.918064743,1.59163652,1
-2.021435257,1.50758652,1
3.339364743,0.24423652,0
-7.186335257,-2.53334348,1
-1.535935257,1.87870652,1
-2.942135257,2.39855652,1
-4.393135257,-2.70404348,1
-0.525929257,1.05371652,1
2.941864743,2.26145652,0
-2.889835257,1.13517752,1
2.560264743,1.51275652,0
-0.053935257,0.74725652,0
3.685964743,1.86577652,0
-3.053735257,0.56880652,1
2.147964743,-1.80404348,0
-0.100485257,-2.82034348,1
-0.964455257,2.23425652,1
3.779664743,1.86577652,0
4.698364743,2.30675652,0
3.028864743,1.34594652,0
2.124364743,1.59422652,0
-2.115735257,2.52395652,1
-5.289135257,0.36966652,1
3.812064743,2.13861652,0
-2.769835257,-4.25184348,0
2.866664743,1.41448652,0
1.825864743,0.91405652,0
-1.350915257,-4.03464348,0
2.659664743,1.41448652,0
0.438824743,-1.00614348,0
1.761064743,2.04939652,0
1.879864743,-3.57554348,0
-2.649035257,-6.59364348,0
3.863164743,0.23001652,0
0.629964743,-0.74624348,1
-4.208435257,0.88172652,1
4.394064743,-0.02994348,0
2.073064743,1.31750652,0
-1.445335257,1.19465952,1
-4.455535257,-0.31824348,1
-1.206615257,1.55284652,1
3.318464743,2.49675652,0
1.692764743,-1.03074348,0
-3.225135257,0.79250652,0
2.629464743,2.01835652,0
2.371264743,2.40495652,0
-2.132535257,1.35888652,1
-4.658635257,-4.35404348,1
1.989764743,-1.58294348,0
-3.549535257,2.16318652,1
0.105624743,-3.15014348,1
2.801364743,-1.40314348,0
-1.775135257,1.79853652,1
-1.876435257,-2.24754348,1
0.631464743,-0.45924348,0
2.933164743,0.04895652,0
0.327894743,0.54552652,0
2.463164743,3.05795652,0
-5.319835257,-5.76734348,1
-2.330635257,0.86621652,1
4.411364743,-0.28074348,0
1.156664743,1.07440652,1
1.934064743,0.74336652,0
-6.587335257,-2.07294348,1
1.208864743,1.04465652,0
-2.231335257,2.09077652,1
-0.104535257,0.20285652,0
-2.881035257,-6.46954348,0
-4.319535257,-1.94364348,1
-0.381756257,-1.95914348,0
-2.437935257,1.08862652,1
1.829664743,0.57914652,0
-3.791935257,0.62052652,1
4.957764743,-2.17254348,0
0.226444743,-2.72344348,0
4.492664743,0.68517652,0
2.187564743,-0.38424348,0
-3.820035257,-1.52854348,1
2.395964743,0.60500652,0
2.102964743,1.39250652,0
0.074394743,1.76879652,1
3.349364743,-2.54494348,0
0.585664743,1.78560652,1
3.841864743,2.13602652,0
1.859064743,-0.10744348,0
1.133564743,-0.97774348,0
-1.728035257,-0.84064348,1
3.385964743,-2.84104348,0
0.884564743,1.25672752,1
-0.317815257,-1.65404348,1
-2.496835257,1.63689652,1
-2.051335257,0.59207652,1
0.722064743,1.88775652,0
2.489564743,0.60500652,0
2.349364743,-3.21224348,0
-0.270155257,2.54855652,1
-1.394435257,-0.12044348,1
1.662464743,1.15069452,0
-5.378435257,-0.25234348,1
-0.469862257,0.43044652,1
-3.779535257,1.72870652,1
-3.062335257,2.16447652,1
3.187864743,0.74466652,0
-0.111435257,1.88387652,0
2.835464743,1.12483252,0
-2.714835257,1.23603852,1
-2.467335257,1.55672652,1
5.157264743,-3.14624348,0
-0.449838257,-0.42174348,0
-5.481435257,0.80155652,1
-0.782635257,-1.99154348,1
-2.268535257,-3.69714348,0
-2.522835257,2.93515652,1
0.730664743,-2.89924348,1
3.504464743,1.86835652,0
-3.813735257,1.90973652,1
-1.066715257,2.67135652,1
-0.908385257,1.94335652,1
-0.191125257,1.63172652,1
-0.310475257,-1.24154348,0
-0.160425257,-4.62814348,1
4.216264743,0.93991652,0
3.100264743,-0.05444348,0
0.908164743,-0.54324348,0
-0.245055257,1.19724572,1
3.661064743,1.94594652,0
-0.943765257,1.95499652,1
2.443264743,0.86621652,0
-0.384560257,0.47052652,0
-2.189635257,-3.70614348,0
2.703964743,2.18128652,0
2.340664743,1.26707252,0
4.687564743,-0.35574348,0
4.853064743,2.35845652,0
0.379824743,-2.98974348,0
-4.025335257,0.03735652,1
1.967064743,-2.16094348,0
-1.280835257,-1.74714348,1
3.608464743,2.32865652,0
-0.134125257,0.00885652,0
3.173964743,1.47396652,0
-0.700275257,2.08301652,1
3.621464743,1.84508652,0
-0.771025257,1.91491652,0
0.786064743,1.32008652,1
-2.509635257,-3.64534348,0
-2.667735257,1.80499652,1
2.961364743,3.27785652,0
-3.813035257,-0.84064348,1
-1.091405257,2.18904652,1
-0.367606257,0.57009652,1
1.390064743,0.65026652,0
-4.151835257,0.23647652,1
-0.594815257,-0.32994348,0
-1.168835257,0.03345652,1
-0.551565257,1.16362552,0
0.495964743,0.89595652,0
-2.389235257,0.82095652,1
3.390664743,1.71189652,0
-3.316635257,0.02445652,1
0.402514743,1.12871152,1
-0.559975257,-4.92684348,0
3.902764743,1.94077652,0
4.130764743,1.46879652,0
1.265064743,1.30198652,0
-4.811035257,0.78345652,1
2.516164743,1.15457352,0
-0.842305257,-1.49754348,1
-4.574635257,-2.69624348,1
0.164494743,-0.59244348,1
-7.084735257,-6.39704348,1
3.856164743,-3.13464348,0
0.154624743,-3.13594348,0
-3.453035257,0.73819652,1
0.119244743,2.29245652,1
-4.023235257,1.02784652,1
-0.565175257,1.54379652,0
3.495464743,1.49982652,0
3.116164743,-0.00924348,0
3.193964743,1.82568652,0
-1.329155257,-0.08294348,1
0.114034743,-2.97164348,0
-4.677735257,-1.61004348,1
2.286864743,0.22354652,0
1.465564743,-1.91914348,0
1.718864743,0.84810652,0
0.317344743,0.98647652,1
-1.176975257,1.42482652,1
-3.206035257,-1.95404348,1
3.495664743,2.08947652,0
3.514164743,1.21146952,0
4.558564743,0.47181652,0
3.872664743,-0.24194348,0
0.827864743,-0.56004348,0
-5.875135257,-6.37254348,1
-0.505238257,-3.06094348,1
-5.379935257,-0.30404348,1
-0.448637257,1.84120652,1
3.906064743,0.48733652,0
-2.160035257,1.48689652,1
-4.830435257,-4.28024348,1
-0.652615257,1.75586652,1
-2.998735257,1.23862452,1
2.234464743,-2.81524348,0
3.064764743,1.02655652,0
0.922464743,1.97827652,0
-1.799735257,2.77225652,1
3.570964743,2.80975652,0
0.470334743,-2.50484348,1
1.481964743,-0.81994348,0
4.924864743,2.27055652,0
1.213464743,2.41665652,0
0.522524743,1.40801652,0
-0.926145257,0.62311652,1
-0.960185257,1.61103652,1
-2.135235257,0.66061652,1
2.796564743,-0.02344348,0
-2.099935257,1.21664252,1
4.495664743,1.52827652,0
-2.975635257,2.38685652,1
-3.826135257,-2.33164348,1
-0.863135257,1.03560652,1
-2.598935257,-1.23244348,1
1.160264743,1.27353852,0
4.598264743,0.15755652,0
2.246164743,1.77654652,0
-2.686435257,-2.08204348,0
-0.043615257,1.54249652,1
-5.958735257,-5.43244348,1
4.373964743,2.74505652,0
2.305364743,-1.33854348,0
-0.164965257,-5.19964348,1
3.268464743,1.06276652,0
2.769464743,0.57914652,0
-6.070735257,-3.82254348,1
-2.268035257,1.74163652,1
-1.857035257,1.58646652,1
2.997464743,0.83000652,0
-7.011035257,-6.34274348,1
4.611464743,2.05456652,0
0.456184743,1.07310652,1
-6.315535257,-1.72384348,1
0.140874743,-3.20054348,0
0.823464743,-4.68244348,1
-2.719735257,2.07396652,1
-5.110235257,0.85716652,1
0.156084743,-1.76784348,0
2.924564743,-2.50744348,0
3.414364743,-3.03114348,0
-3.925435257,0.57526652,1
-3.400935257,-1.43544348,1
4.110964743,-0.39584348,0
-2.049935257,1.79982652,0
0.911364743,2.51745652,1
-1.712335257,1.66792652,1
-2.539635257,0.36449652,1
4.112164743,-0.27044348,0
3.489464743,2.02870652,0
1.809164743,0.78992652,0
4.021164743,2.16059652,0
-5.728035257,0.07355652,1
3.184364743,0.47957652,0
-1.775135257,1.07181652,1
-1.438735257,1.64853652,1
-0.711735257,-1.33594348,0
2.033564743,1.60586652,0
-1.139335257,-3.40484348,0
-3.433735257,0.46147652,1
-4.241035257,1.84249652,1
-2.754835257,-1.52344348,1
3.762464743,1.94465652,0
-1.132525257,2.69595652,1
1.961464743,-1.81694348,0
-1.398845257,-3.67124348,0
-4.722435257,-0.70614348,1
-3.546535257,0.17445652,1
1.308764743,-0.52904348,1
-0.090335257,1.33819652,1
-1.614135257,-5.62774348,0
3.618664743,1.21793552,0
4.584764743,-0.08934348,0
-3.638835257,1.23733152,1
1.251164743,-0.19414348,0
4.767464743,2.37135652,0
-2.292135257,-0.64674348,0
-2.165935257,-0.52514348,1
1.597264743,1.19465952,1
4.277664743,2.42955652,0
0.906564743,-1.40704348,1
3.758964743,1.40931652,0
-1.965935257,1.36663652,1
-3.513635257,0.95414652,1
2.508364743,0.30759652,0
5.247264743,0.26621652,0
3.095064743,3.12915652,0
-2.432035257,0.77181652,1
0.209214743,0.77828652,0
-6.634035257,-2.51134348,1
-1.990935257,0.11105652,1
1.076164743,0.88819652,0
2.749864743,-1.39924348,0
-1.269085257,0.99940652,1
-1.878335257,-0.47604348,1
-2.272435257,1.38732652,1
4.182264743,-3.23284348,0
-2.072335257,-2.37294348,1
-6.858435257,-5.66004348,1
-4.642835257,-4.02424348,1
5.070264743,-2.82944348,0
-3.746235257,0.89595652,1
-1.658135257,-0.22644348,1
-1.036275257,0.42138652,1
2.302764743,0.61276652,0
-3.148035257,-2.77124348,0
0.594664743,-0.59364348,0
-2.916135257,0.60112652,1
2.720364743,1.76620652,0
0.774264743,-1.42124348,1
0.567164743,-1.46914348,0
1.507264743,2.27955652,0
4.451364743,2.83175652,0
4.679164743,2.31055652,0
0.221234743,0.77052652,0
-1.871235257,1.74292652,1
-0.600555257,0.49121652,0
2.099364743,1.06922652,0
0.733864743,0.38518652,0
0.941664743,0.65414652,0
-0.051225257,0.57914652,0
-2.980035257,-1.84414348,1
3.195164743,1.96792652,0
-0.057365257,1.93689652,1
-2.203435257,-1.18724348,1
0.532004743,-0.27424348,0
-1.297125257,0.10195652,1
-6.770135257,-5.59274348,1
3.711664743,0.33087652,0
-3.506835257,1.96792652,1
-2.906235257,2.31055652,1
-0.194995257,0.52612652,1
-1.844335257,1.50500652,1
-1.312475257,1.29164152,1
-2.292135257,-0.64674348,0
-0.639935257,-5.61864348,0
-1.210615257,0.83776652,1
0.303864743,-4.47424348,1
-1.686535257,-4.41214348,0
3.662464743,-2.99104348,0
-2.282035257,2.61055652,1
3.930264743,1.97697652,0
-2.351435257,-2.08464348,0
-6.942135257,-2.74534348,1
-1.830535257,0.84293652,1
4.362764743,0.84164652,0
-0.459049257,2.41145652,1
0.288784743,-0.15924348,0
-2.211835257,1.21922852,0
-2.917735257,-2.55014348,0
-4.005035257,0.72138652,1
-2.161635257,1.87223652,1
-1.002505257,0.06705652,1
2.176664743,-0.56914348,0
-0.850185257,0.83129652,1
-0.242925257,-4.63074348,0
-0.983815257,-1.24024348,1
3.576464743,-3.87294348,0
5.418164743,1.13000452,0
3.260364743,2.34935652,0
-0.681185257,0.38647652,1
1.328264743,1.94594652,0
1.111864743,-0.98674348,0
3.149164743,2.59245652,0
-2.412735257,-1.39024348,1
-1.250935257,-2.26434348,1
3.595864743,1.90844652,0
1.760564743,-1.53374348,1
-2.523435257,-2.22814348,0
2.165164743,2.00284652,0
-2.127335257,-0.73594348,1
3.258464743,2.54335652,0
3.081864743,-3.78634348,0
3.022864743,-2.40274348,0
2.207764743,-0.47604348,0
2.392364743,0.14075652,0
-2.097835257,1.71448652,1
2.362364743,1.57482652,0
0.084264743,2.15283652,1
-4.329035257,-0.99194348,1
1.581564743,0.87655652,0
-1.939235257,0.68517652,0
0.382094743,-4.89064348,1
1.566964743,1.66534652,0
-4.354135257,-0.92344348,1
-1.220625257,-6.31174348,0
4.872564743,0.66449652,0
-1.826835257,1.97568652,0
2.838064743,1.80499652,0
-0.102625257,1.00198652,0
-4.226735257,-1.63334348,1
1.101864743,0.45630652,0
-1.392965257,1.52051652,1
4.284364743,-2.66654348,0
-1.078455257,-1.51824348,0
2.599164743,1.54249652,0
-1.564335257,-0.18894348,1
4.739364743,1.59939652,0
1.432664743,-1.77174348,0
-2.843735257,-0.10364348,1
-0.732315257,0.53000652,1
1.168264743,1.67051652,0
1.530964743,1.85542652,0
3.364464743,-3.78114348,0
-1.672735257,1.15845252,1
4.171664743,1.51146652,0
2.049264743,0.28302652,0
-4.039035257,0.36319652,1
-0.639935257,-5.61864348,0
-0.457314257,0.43431652,0
2.126764743,-0.16434348,0
-0.926545257,-1.64234348,1
0.166764743,1.28905552,1
-3.194835257,-0.76304348,1
-6.831635257,-5.42594348,1
-3.098635257,-0.71654348,1
-4.013835257,-1.37604348,1
-4.056435257,-2.71304348,1
3.449464743,0.20802652,0
5.444464743,0.58302652,0
1.156464743,1.37569652,0
-4.821335257,-0.26264348,1
3.310264743,2.19935652,0
4.828264743,2.20195652,0
3.102064743,1.67051652,0
-0.674105257,2.43345652,1
-4.328935257,-2.62774348,1
1.117664743,-2.55664348,1
-4.323135257,1.66663652,1
-2.289135257,0.21449652,1
-1.264945257,0.96060652,1
0.369814743,1.79335652,0
0.922864743,1.51275652,0
-1.124515257,1.66663652,1
3.466164743,2.15930652,0
4.635364743,2.40115652,0
-1.329425257,-2.25404348,1
-4.034935257,0.70198652,1
-4.288935257,-2.66914348,1
3.125664743,2.84725652,0
1.055864743,-0.23424348,1
-0.104535257,0.20285652,0
0.343914743,0.83905652,0
-3.657535257,0.33087652,1
5.306564743,2.56795652,0
3.386264743,-3.83674348,0
-1.054165257,0.52742652,1
-5.501335257,0.32440652,1
1.738364743,0.46794652,0
1.377664743,-1.27514348,0
-1.956535257,2.06490652,1
-4.032235257,-1.30104348,1
-0.027595257,0.63216652,1
5.373264743,1.63043652,0
-2.714135257,2.56795652,1
1.571364743,0.95155652,0
-2.868635257,0.69164652,1
-2.140135257,-1.00614348,1
-2.018835257,2.09335652,1
3.110064743,3.34635652,0
-2.010535257,-1.74454348,0
1.650564743,-1.02174348,0
-0.279505257,1.78689652,1
4.403064743,-3.13594348,0
-1.890935257,-3.93244348,0
-2.376035257,0.36707652,1
-2.747935257,0.74336652,1
0.068514743,1.59163652,1
-4.001835257,2.15930652,1
-2.374635257,2.13214652,1
-2.192635257,1.51146652,1
-0.481743257,1.64465652,0
3.670064743,0.69940652,0
-2.143835257,0.73690652,1
-3.794135257,1.79335652,1
-1.419135257,1.73775652,1
-0.815875257,-2.54884348,0
-2.238335257,2.35975652,1
2.014864743,1.39767652,0
-4.239035257,0.10455652,1
4.500464743,2.81615652,0
1.625964743,0.89853652,0
0.621464743,1.30198652,1
-1.761135257,-4.07724348,0
1.315864743,2.48385652,0
0.325224743,2.02999652,1
-1.321015257,-0.01184348,1
-0.429680757,1.94982652,1
1.795264743,-1.52474348,0
-0.231575257,0.57397652,1
